#Label: Total Execution Count
#Total: 0
#LineOp: sum
#ConcatOp: sum
#ContextOp: sum
#Description: Represents the number of execution of the code along the worst-case execution path.
1	00000504	16	[]
1	00000514	20	[]
1	00000428	44	[FUN(00000504), CALL(00000510)]
6	000004dc	16	[FUN(00000504), CALL(00000510)]
1	000004ec	20	[FUN(00000504), CALL(00000510)]
5	00000454	44	[FUN(00000504), CALL(00000510)]
0	00000480	40	[FUN(00000504), CALL(00000510)]
5	000004a8	24	[FUN(00000504), CALL(00000510)]
5	000004c0	16	[FUN(00000504), CALL(00000510)]
0	000004d0	12	[FUN(00000504), CALL(00000510)]
