#Label: Total Execution Count
#Total: 0
#LineOp: sum
#ConcatOp: sum
#ContextOp: sum
#Description: Represents the number of execution of the code along the worst-case execution path.
1	000007ec	60	[]
1	00000828	92	[]
1	00000884	28	[]
1	000004cc	60	[FUN(000007ec), CALL(00000824)]
1	00000508	24	[FUN(000007ec), CALL(00000824)]
257	000005c8	12	[FUN(000007ec), CALL(00000824)]
1	000005d4	12	[FUN(000007ec), CALL(00000824)]
0	000005e0	28	[FUN(000007ec), CALL(00000824)]
1	00000668	12	[FUN(000007ec), CALL(00000824)]
41	0000073c	16	[FUN(000007ec), CALL(00000824)]
1	0000074c	12	[FUN(000007ec), CALL(00000824)]
0	00000758	12	[FUN(000007ec), CALL(00000824)]
1	000007c4	20	[FUN(000007ec), CALL(00000824)]
1	00000764	96	[FUN(000007ec), CALL(00000824)]
40	00000674	12	[FUN(000007ec), CALL(00000824)]
40	00000680	60	[FUN(000007ec), CALL(00000824)]
40	000006e8	84	[FUN(000007ec), CALL(00000824)]
0	000006bc	44	[FUN(000007ec), CALL(00000824)]
1	000005fc	12	[FUN(000007ec), CALL(00000824)]
1	00000608	96	[FUN(000007ec), CALL(00000824)]
256	00000520	32	[FUN(000007ec), CALL(00000824)]
256	00000540	136	[FUN(000007ec), CALL(00000824)]
256	00000410	88	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
2304	000004ac	12	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
256	000004b8	20	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
2048	00000468	12	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
2048	00000474	32	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
2048	000004a0	12	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
0	00000494	12	[FUN(000007ec), CALL(00000824), FUN(000004cc), CALL(0000053c)]
1	000004cc	60	[FUN(000007ec), CALL(00000880)]
1	00000508	24	[FUN(000007ec), CALL(00000880)]
1	000005c8	12	[FUN(000007ec), CALL(00000880)]
1	000005d4	12	[FUN(000007ec), CALL(00000880)]
0	000005e0	28	[FUN(000007ec), CALL(00000880)]
1	00000668	12	[FUN(000007ec), CALL(00000880)]
43	0000073c	16	[FUN(000007ec), CALL(00000880)]
1	0000074c	12	[FUN(000007ec), CALL(00000880)]
0	00000758	12	[FUN(000007ec), CALL(00000880)]
1	000007c4	20	[FUN(000007ec), CALL(00000880)]
1	00000764	96	[FUN(000007ec), CALL(00000880)]
42	00000674	12	[FUN(000007ec), CALL(00000880)]
42	00000680	60	[FUN(000007ec), CALL(00000880)]
42	000006e8	84	[FUN(000007ec), CALL(00000880)]
0	000006bc	44	[FUN(000007ec), CALL(00000880)]
1	000005fc	12	[FUN(000007ec), CALL(00000880)]
1	00000608	96	[FUN(000007ec), CALL(00000880)]
0	00000520	32	[FUN(000007ec), CALL(00000880)]
0	00000540	136	[FUN(000007ec), CALL(00000880)]
0	00000410	88	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	000004ac	12	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	000004b8	20	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	00000468	12	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	00000474	32	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	000004a0	12	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
0	00000494	12	[FUN(000007ec), CALL(00000880), FUN(000004cc), CALL(0000053c)]
